,URL,Title,Price
916,/short-sleeve-satin-boxy-printed-shirt/BMM37854.html?color=148,Short Sleeve Satin Boxy Printed Shirt,£15.40
917,/dropped-revere-crinkle-skull-shirt-/BMM41562.html?color=105,Dropped Revere Crinkle Skull Shirt,£17.50
918,https://www.boohoo.com/long-sleeve-oversized-texture-stripe-shirt/BMM41807.html,Long Sleeve Oversized Texture Stripe Shirt,£19.60
919,/long-sleeve-oversized-texture-stripe-shirt/BMM41806.html?color=130,Long Sleeve Oversized Texture Stripe Shirt,£19.60
920,https://www.boohoo.com/short-sleeve-oversized-bandana-viscose-shirt/BMM37284.html,Short Sleeve Oversized Bandana Viscose Shirt,£25.00
921,/pleated-short-sleeve-oversized-shirt/BMM38772.html?color=209,Pleated Short Sleeve Oversized Shirt,£24.50
922,/short-sleeve-printed-drop-revere-shirt/BMM41716.html?color=173,Short Sleeve Printed Drop Revere Shirt,£17.50
923,https://www.boohoo.com/short-sleeve-printed-drop-revere-shirt/BMM41717.html,Short Sleeve Printed Drop Revere Shirt,£17.50
924,/slim-seersucker-drop-revere-shirt-/BMM41713.html?color=115,Slim Seersucker Drop Revere Shirt,£17.50
925,https://www.boohoo.com/short-sleeve-abstract-dropped-revere-shirt/BMM41715.html,Short Sleeve Abstract Dropped Revere Shirt,£17.50
926,https://www.boohoo.com/short-sleeve-floral-drop-revere-shirt/BMM41719.html,Short Sleeve Floral Drop Revere Shirt,£17.50
927,/double-breasted-revere-linen-shirt/BMM40384.html?color=147,Double Breasted Revere Linen Shirt,£17.50
928,https://www.boohoo.com/long-sleeve-boxy-linen-revere-shirt/BMM40390.html,Long Sleeve Boxy Linen Revere Shirt,£19.60
929,/short-sleeve-crochet-shirt/BMM42149.html?color=124,Short Sleeve Crochet Shirt,£19.60
930,https://www.boohoo.com/short-sleeve-linen-revere-shirt-/BMM40401.html,Short Sleeve Linen Revere Shirt,£19.60
